id,name,author,regNumber,invNumber,gikNumber,type,statusId,nativeId,date_created,typology,description,technologies,image,connectedness
608f1859154d0f7c26725488,"г. Санкт-Петербург (Ленинград), г. Пушкин (Царское Село). Большой (Екатерининский) дворец. Дворцово-парковый ансамбль. 1717-24 гг., 1742 г., 1751-56 гг., 1817 г. Общий вид с парадным двором. А. Табл. 11. Из издания Н.Г. Леклерка «История естественная, нравственная, гражданская...России» (N.G. Le Clerc, Atlas Volume of “Histoire physique, morale...de la Russie ...”). автор проекта перестройки: Растрелли Ф.Б., В.В.; автор первоначального проекта: Браунштейн И.; Архитектор: Земцов М.Г.; Архитектор: Квасов А.В.; Архитектор: Чевакинский С.И.","Махаев М.И. ,Леспанасс Л. , Нике К.",28539966,Р III-6497/12,ГНИМА ОФ-1374/40,0,6,28703644,Конец XVIII в.,графика,,"офорт, бумага, гравюра резцовая",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32950471,1.0
608f1641a04b277c2077601e,г. Москва. Кремль. «Вид Кремля в Москве с Каменного моста через Москву-реку». Лист 1. Илл. к «Краткой Российской империи географии» с карманным атласом.,"Махаев М.И. , Балабин П.Т.",28545162,Р III-6888,ГНИМА ОФ-1478/2095,0,6,28708714,1773 г.,графика,,"бумага верже, офорт, гравюра резцовая",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955668,1.0
608f1641a04b277c20776023,г. Москва. Кремль. «Вид Кремля из Замоскворечья». Лист 1. Илл. к «Краткой Российской империи географии» с карманным атласом.,Махаев М.И.,28545157,Р III-6887,ГНИМА ОФ-1478/2094,0,6,28708719,1773 г.,графика,,"гравюра резцовая, офорт, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955673,1.0
608f1641a04b277c2077602f,"г. Москва. Красные ворота (не сохран.). Пл. Красные ворота (Лермонтовская). 1753-1757 гг., разобраны в 1927 г. «Вид Триумфальных ворот в Земляном городе». Лист 7. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Ухтомский Д.В. Гравировано при Академии Наук, Санкт-Петербург.",Махаев М.И.,28545145,Р III-6909,ГНИМА ОФ-1478/2116,0,6,28708732,1773 г.,графика,,"офорт, бумага верже (внизу с правого края срезанный водяной знак: «hes...».), гравюра резцовая",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955686,1.0
608f1641a04b277c20776034,г. Санкт-Петербург. Второй Зимний дворец. 1716-1727 гг. «Проспект старого Зимнего дворца с каналом соединяющим Мойку с Невою». Архитектор: Маттарнови И.С.; Архитектор: Гербель Н.Ф.,"Махаев М.И. , Виноградов Е.Г.",28545140,Р III-6921,ГНИМА ОФ-1478/2129,0,6,28708737,Середина XVIII в.,графика,,"бумага верже, гравюра резцовая",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955692,1.0
608f1641a04b277c2077603e,"г. Москва. Воскресенские ворота. Китайгородская стена. 1535-38 гг., перестроены в 1680-х гг. разобраны в 1931 г., восстановлены в 1994-1995 гг. «Вид Воскресенских триумфальных ворот от Куретного мосту». Лист 4. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Петрок Малый (Фрязин); автор проекта воссоздания: Журин О.И.",Махаев М.И.,28545130,Р III-6897,ГНИМА ОФ-1478/2104,0,6,28708747,1773 г.,графика,,"гравюра резцовая, бумага верже (внизу с правого края срезанный водяной знак: «arc...».), офорт",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955702,1.0
608f1641a04b277c20776042,г. Москва. Соборная площадь. Кремль. Конец XV- начало XVI в. «Вид Успенского собора и Грановитой палаты с частью Ивана Великого». Лист 2. Илл. к «Краткой Российской империи географии» с карманным атласом.,"Махаев М.И. , Саблин Н.Я.",28545126,Р III-6890,ГНИМА ОФ-1478/2097,0,6,28708751,1773 г.,графика,,"бумага верже (внизу с левого края срезанный водяной знак: «...hes».), гравюра резцовая, офорт",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955706,1.0
608f1641a04b277c20776045,г. Москва. Кремль. «Вид Никольских триумфальных ворот с частью Цейхгауза». Лист 6. Илл. к «Краткой Российской империи географии» с карманным атласом.,Махаев М.И.,28545125,Р III-6905,ГНИМА ОФ-1478/2112,0,6,28708754,1773 г.,графика,,"бумага, офорт, гравюра резцовая",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955707,1.0
608f1641a04b277c20776052,г. Санкт-Петербург. «Проспект Адмиралтейства и около лежащих строений с частию Невской перспективной дороги с западную сторону».,"Махаев М.И. , Качалов Г.А.",28545119,Р III-6919,ГНИМА ОФ-1478/2127,0,6,28708767,Середина XVIII в.,графика,,"гравюра резцовая, бумага верже (справа и слева водяные знаки: «strasburg lily», «c & i honic», «iv».)",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955713,1.0
608f1641a04b277c20776055,"г. Москва. Триумфальная арка Екатерины II. Триумфальная площадь. 1762 г., сгорела в 1773 г. «Вид Триумфальных ворот из Земляного города к Тверской-Ямской». Лист 2. Илл. к «Краткой Российской империи географии» с карманным атласом.",Махаев М.И.,28545116,Р III-6892,ГНИМА ОФ-1478/2099,0,6,28708770,1773 г.,графика,,"бумага, гравюра резцовая, офорт",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955716,1.0
608f1641a04b277c20776056,г. Москва. Теремной дворец. Кремль. 1635-1636 гг. «Вид Кремлевского старого дворца с Красным крыльцом и Золотой решеткой». Лист 3. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Огурцов Б.; Архитектор: Константинов Б.; Архитектор: Шарутин И.М.; Архитектор: Ушаков Л.,"Махаев М.И. , Челнаков Н.Ф.",28545115,Р III-6896,ГНИМА ОФ-1478/2103,0,6,28708771,1773 г.,графика,,"бумага, гравюра резцовая, офорт",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955717,1.0
608f1641a04b277c20776059,"г. Санкт-Петербург. Здание Двенадцати коллегий. Университетская наб., 7. 1722-42 гг. «Проспект Государственных коллегий с частию Гостиного двора с восточную сторону». Архитектор: Трезини Д.А.; Архитектор: Трезини К.Д.; Архитектор: Земцов М.Г.","Махаев М.И. , Внуков Е.Т.",28545112,Р III-6911,ГНИМА ОФ-1478/2118,0,6,28708774,Середина XVIII в.,графика,,"бумага верже, гравюра резцовая",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955720,1.0
608f1641a04b277c20776065,"г. Москва. Триумфальная арка Екатерины II. Триумфальная площадь. 1762 г., сгорела в 1773 г. «Вид Триумфальных ворот из Земляного города к Тверской-Ямской». Лист 2. Илл. к «Краткой Российской империи географии» с карманным атласом.",Махаев М.И.,28545100,Р III-6893,ГНИМА ОФ-1478/2100,0,6,28708787,1773 г.,графика,,"гравюра резцовая, офорт, бумага верже (с правого края внизу срезанный водяной знак: «hes...».)",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955732,1.0
608f1641a04b277c20776068,"г. Санкт-Петербург. Аничков дворец. Невский пр-т, 39. 1741-1754 гг., 1776-1778 гг. - переделка, 1809-1810 гг., 1817-1818 гг., 1875 г. г. Санкт-Петербург. «Проспект новопостроенных палат против Аничковских ворот от восточной стороны с частию Санктпетербурга и Невской перспективной дороги от реки Фонтанки». Панорамный вид Невского проспекта в сторону Адмиралтейства. Архитектор: Земцов М.Г.; Архитектор: Дмитриев Г.Д.; Архитектор: Старов И.Е.; Архитектор: Руска Л.; Архитектор: Росси К.И.; Архитектор: Рахау К.К.","Махаев М.И. , Васильев Я.",28545097,Р III-6916,ГНИМА ОФ-1478/2124,0,6,28708790,Середина XVIII в.,графика,,"бумага верже, гравюра резцовая",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955735,1.0
608f1641a04b277c20776069,"г. Москва. Красные ворота (не сохран.). Пл. Красные ворота (Лермонтовская). 1753-1757 гг., разобраны в 1927 г. «Вид Триумфальных ворот в Земляном городе». Лист 7. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Ухтомский Д.В. Гравировано при Академии Наук, Санкт-Петербург.",Махаев М.И.,28545096,Р III-6908,ГНИМА ОФ-1478/2115,0,6,28708791,1773 г.,графика,,"гравюра резцовая, офорт, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955736,1.0
608f1641a04b277c20776073,г. Москва. «Вид Триумфальных ворот на Тверской улице в Белом городе». Лист 3. Илл. к «Краткой Российской империи географии» с карманным атласом.,Махаев М.И.,28545086,Р III-6894,ГНИМА ОФ-1478/2101,0,6,28708801,1773 г.,графика,,"бумага, гравюра резцовая, офорт",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955746,1.0
608f1641a04b277c20776075,"г. Москва. Воскресенские ворота. Китайгородская стена. 1535-38 гг., перестроены в 1680-х гг. разобраны в 1931 г., восстановлены в 1994-1995 гг. «Вид Воскресенских триумфальных ворот от Куретного мосту». Лист 4. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Петрок Малый (Фрязин); автор проекта воссоздания: Журин О.И.",Махаев М.И.,28545084,Р III-6898,ГНИМА ОФ-1478/2105,0,6,28708803,1773 г.,графика,,"гравюра резцовая, офорт, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955748,1.0
608f1641a04b277c2077607a,г. Москва. Соборная площадь. Кремль. Конец XV- начало XVI в. «Вид Успенского собора и Грановитой палаты с частью Ивана Великого». Лист 2. Илл. к «Краткой Российской империи географии» с карманным атласом.,"Махаев М.И. , Саблин Н.Я.",28545079,Р III-6891,ГНИМА ОФ-1478/2098,0,6,28708808,1773 г.,графика,,"бумага, гравюра резцовая, офорт",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955753,1.0
608f1641a04b277c2077607e,г. Москва. «Вид Триумфальных ворот на Тверской улице в Белом городе». Лист 3. Илл. к «Краткой Российской империи географии» с карманным атласом.,Махаев М.И.,28545075,Р III-6895,ГНИМА ОФ-1478/2102,0,6,28708812,1773 г.,графика,,"бумага верже, гравюра резцовая, офорт",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955757,1.0
608f1641a04b277c20776087,"г. Москва. Воскресенские ворота. Китайгородская стена. 1535-38 гг., перестроены в 1680-х гг. разобраны в 1931 г., восстановлены в 1994-1995 гг. «Вид Воскресенских триумфальных ворот между Библиотекой и Монетным двором». Лист 5. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Петрок Малый (Фрязин); автор проекта воссоздания: Журин О.И.",Махаев М.И.,28545066,Р III-6900,ГНИМА ОФ-1478/2107,0,6,28708822,1773 г.,графика,В центре на среднем плане изображены Воскресенские ворота. Справа - здание губернского правления и церковь Казанской иконы Божией Матери. Слева - здание Главной аптеки. На переднем плане по всей площади - протяженная процессия крестного хода.,"гравюра резцовая, офорт, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955766,1.0
608f164aa04b277c20777065,"г. Пушкин (Царское Село). Большой (Екатерининский) дворец. Дворцово-парковый ансамбль. 1717-24 гг., 1742 г., 1751-56 гг., 1817 г. Перспектива со стороны парадного двора. автор проекта перестройки: Растрелли Ф.Б., В.В.; автор первоначального проекта: Браунштейн И.; Архитектор: Земцов М.Г.; Архитектор: Квасов А.В.; Архитектор: Чевакинский С.И. Гравировано при Императорской Академии наук и художеств, Санкт-Петербург",Махаев М.И.,28549048,Р III-8792,ГНИМА ОФ-1478/3039,0,6,28712797,1761 г.,графика,,"офорт, бумага (бумага на бумаге), гравюра резцовая",http://goskatalog.ru/muzfo-imaginator/rest/images/original/32960799,1.0
608f1674154d0f7c266f4f7a,План Петербурга.,"И. Трускот, И. Соколов, М. Махаев.",28681477,ГМИ СПб Инв.№-I-А-59/4 к,ГМИ СПб 51714/2,0,6,28843065,1753 г.,графика,,бумага верже.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33143765,1.0
608f1729172e287c2d0f3222,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868925,ГМИ СПб Инв.№-I-А-59/2 к,ГМИ СПб 172357/2,0,6,29032675,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404271,1.0
608f1729172e287c2d0f3226,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868921,ГМИ СПб Инв.№-I-А-58/4 к,ГМИ СПб 172356/4,0,6,29032687,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404276,1.0
608f1729172e287c2d0f3229,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868918,ГМИ СПб Инв.№-I-А-58/1 к,ГМИ СПб 172356/1,0,6,29032695,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404280,1.0
608f1729172e287c2d0f3231,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868910,ГМИ СПб Инв.№-I-А-62/6 к,ГМИ СПб 172359/6,0,6,29032713,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404288,1.0
608f1729172e287c2d0f3233,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868908,ГМИ СПб Инв.№-I-А-59/8 к,ГМИ СПб 172357/6,0,6,29032718,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404290,1.0
608f1729172e287c2d0f3238,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868903,ГМИ СПб Инв.№-I-А-58/5 к,ГМИ СПб 172356/5,0,6,29032729,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404297,1.0
608f1729172e287c2d0f323e,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868898,ГМИ СПб Инв.№-I-А-59/3 к,ГМИ СПб 172357/3,0,6,29032743,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404303,1.0
608f1729172e287c2d0f3242,План Петербурга 1753 г.,"И. Трускот, И. Соколов М. Махаев.",28868894,ГМИ СПб Инв.№-I-А-62/7 к,ГМИ СПб 172359/7,0,6,29032752,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404307,1.0
608f1729172e287c2d0f3243,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868893,ГМИ СПб Инв.№-I-А-62/3 к,ГМИ СПб 172359/3,0,6,29032755,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404308,1.0
608f1729172e287c2d0f3245,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868891,ГМИ СПб Инв.№-I-А-62/4 к,ГМИ СПб 172359/4,0,6,29032760,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404315,1.0
608f1729172e287c2d0f3252,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868878,ГМИ СПб Инв.№-I-А-62/2 к,ГМИ СПб 172359/2,0,6,29032776,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404330,1.0
608f1729172e287c2d0f3254,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868876,ГМИ СПб Инв.№-I-А-58/8 к,ГМИ СПб 172356/8,0,6,29032778,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404334,1.0
608f1729172e287c2d0f325a,План Петербурга 1753 г.,"Трускот И., составитель. ,Гравировано под наблюдением Махаева М., Соколова И.",28868871,ГМИ СПб Инв.№-I-А-61 к,ГМИ СПб 172358,0,6,29032784,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404343,1.0
608f1729172e287c2d0f325b,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868870,ГМИ СПб Инв.№-I-А-58/6 к,ГМИ СПб 172356/6,0,6,29032785,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404345,1.0
608f1729172e287c2d0f3260,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868865,ГМИ СПб Инв.№-I-А-58/3 к,ГМИ СПб 172356/3,0,6,29032790,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404353,1.0
608f1729172e287c2d0f3261,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868864,ГМИ СПб Инв.№-I-А-62/1 к,ГМИ СПб 172359/1,0,6,29032791,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404355,1.0
608f1729172e287c2d0f3267,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868858,ГМИ СПб Инв.№-I-А-58/2 к,ГМИ СПб 172356/2,0,6,29032798,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404368,1.0
608f1729172e287c2d0f3271,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868848,ГМИ СПб Инв.№-I-А-58/9 к,ГМИ СПб 172356/9,0,6,29032809,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404389,1.0
608f1729172e287c2d0f3272,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868847,ГМИ СПб Инв.№-I-А-59/7 к,ГМИ СПб 172357/5,0,6,29032810,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404391,1.0
608f1729172e287c2d0f3273,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868846,ГМИ СПб Инв.№-I-А-62/5 к,ГМИ СПб 172359/5,0,6,29032811,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404393,1.0
608f1729172e287c2d0f3275,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868845,ГМИ СПб Инв.№-I-А-59/1 к,ГМИ СПб 172357/1,0,6,29032813,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404395,1.0
608f1729172e287c2d0f327c,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868834,ГМИ СПб Инв.№-I-А-62/9 к,ГМИ СПб 172359/9,0,6,29032820,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404412,1.0
608f1729172e287c2d0f327e,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868831,ГМИ СПб Инв.№-I-А-59/6 к,ГМИ СПб 172357/4,0,6,29032822,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404415,1.0
608f1729172e287c2d0f3283,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868822,ГМИ СПб Инв.№-I-А-58/10 к,ГМИ СПб 172356/10,0,6,29032828,1753 г.,графика,,бумага.  гравюра,"http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404429 ,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404428",1.0
608f1729172e287c2d0f3287,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868816,ГМИ СПб Инв.№-I-А-58/7 к,ГМИ СПб 172356/7,0,6,29032832,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404438,1.0
608f1729172e287c2d0f3289,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868812,ГМИ СПб Инв.№-I-А-62/8 к,ГМИ СПб 172359/8,0,6,29032834,1753 г.,графика,,бумага.  гравюра,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404441,1.0
608f17cf154d0f7c2671713f,Гравюра. Вид Свияжска. По рисунку М.И. Махаева и А.И. Свечина.,Рудаков Алексей Гаврилович,29040920,Г-7895,ГМИИРТ КП-19411,0,6,29205703,1769,графика,Изображение города на острове с множеством храмов и колоколен и спускающимися к берегу домишками посада. Впереди на воде несколько лодок.,"офорт, бумага, резец",http://goskatalog.ru/muzfo-imaginator/rest/images/original/33654471,1.0
60e0d3bc96dc325ffaf5aabd,План Москвы и окрестностей,"Автор чертежа: Трускотт, Иван Фомич , Автор рисунка: Махаев, Михаил Иванович ,Гравер: Балабин, Патрикей Тимофеевич",29860160,ЭРГ-32145,КПГЭ.1982-442,0,6,30038202,1763 г.,графика,,"бумага, гравюра резцом",http://goskatalog.ru/muzfo-imaginator/rest/images/original/34782442,1.0
6132911fc99ad54b5c5ad9b2,Гравюра. Вид Троице-Сергиевой пустыни близ Санкт-Петербурга с тезисом в честь Екатерины II.,Махаев Михаил Иванович,31017831,230/2-гр,СПМЗ КП ИХО-18743/2,0,6,31205268,1762 г.,графика,"Гравюра с изображением вида Троице-Сергиевой пустыни близ Петербурга с двухчастной композицией. В верхней части листа, заключенной в сложную прихотливую декоративную раму, составленную из завитков, раковин, побегов, щитков помещен вид пустыни с северной стороны, представляющий собой тип перспективного плана-проспекта, над которым в облаках помещены поколенные фигуры Преподобного Сергия и Никона Радонежских, Св. Апостола Иоанна и Св. Бессеребренника Кира, предстоящих двум трубящим Славам, несущим медальоны с вензелями «Р.Р.» и Е,А.II», над ними икона «Св. Троица», от которой спускаются лучи сияния. Под видом картуш, фланкированный двумя фигурками Ангелом, с текстом виршей. В нижней части - текст тезиса-комментария.","резец, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/36420500,1.0
61329120c99ad54b5c5ada06,Гравюра. Вид Троице-Сергиевой пустыни близ Санкт-Петербурга с тезисом в честь Екатерины II.,Махаев Михаил Иванович,31017754,230/3-гр,СПМЗ КП ИХО-18743/3,0,6,31205373,1762 г.,графика,"Гравюра с изображением вида Троице-Сергиевой пустыни близ Петербурга с двухчастной композицией. В верхней части листа, заключенной в сложную прихотливую декоративную раму, составленную из завитков, раковин, побегов, щитков помещен вид пустыни с северной стороны, представляющий собой тип перспективного плана-проспекта, над которым в облаках помещены поколенные фигуры Преподобного Сергия и Никона Радонежских, Св. Апостола Иоанна и Св. Бессеребренника Кира, предстоящих двум трубящим Славам, несущим медальоны с вензелями «Р.Р.» и Е,А.II», над ними икона «Св. Троица», от которой спускаются лучи сияния. Под видом картуш, фланкированный двумя фигурками Ангелом, с текстом виршей. В нижней части - текст тезиса-комментария.","резец, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/36420582,1.0
615b70260112cd78da134dbd,Вид города Илимска,Махаев Михаил Иванович,31548386,Г-964,ИОХМ КП-3750,0,6,31741285,-,графика,,"бумага, резец",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37148608,1.0
615b70260112cd78da134dc4,Вид города Енисейска,Махаев Михаил Иванович,31548379,Г-965,ИОХМ КП-3751,0,6,31741292,-,графика,,"резец, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37148618,1.0
615b70260112cd78da134dec,Вид города Тобольска,Махаев Михаил Иванович,31548340,Г-962,ИОХМ КП-3748,0,6,31741334,-,графика,,"бумага, резец",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37148661,1.0
615b70260112cd78da134dfe,Вид города Красноярска,Махаев Михаил Иванович,31548323,Г-967,ИОХМ КП-3753,0,6,31741352,-,графика,,"бумага, резец",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37148679,1.0
615b70260112cd78da134e01,Вид города Пелыма,Махаев Михаил Иванович,31548320,Г-963,ИОХМ КП-3749,0,6,31741355,-,графика,,"бумага, резец",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37148682,1.0
615b70250112cd78da134d0e,Вид Невьянского заводжа,Махаев Михаил Иванович,31548316,Г-966,ИОХМ КП-3752,0,6,31741359,-,графика,,"резец, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37148687,1.0
61844ca2e07053748e2f6444,«Проспект вверх по Неве-реке от Адмиралтейства и Академии Наук к востоку». Лист из издания «Планы столичного города Санкт-Петербурга...» (1753 г.).,"Махаев М.И. , Виноградов Е.Г.",31736482,Р III-3360,ГНИМА ОФ-1163/521,0,6,31921121,1753 г.,графика,,"гравюра резцовая, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37389827,1.0
61844ca3e07053748e2f64d7,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист VII с изображением Васильевской части.,"Махаев М.И. ,Трускот И. , Соколов И.А.",31736651,Р III-3365/7,ГНИМА ОФ-1163/532,0,6,31921238,1753 г.,графика,,"гравюра резцовая, бумага верже",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37389947,1.0
61844ca3e07053748e2f64fc,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист I с изображением фрагмента Выборгской части и Аптекарского о-ва.,"Соколов И.А. , Махаев М.И. ,Трускот И.",31736634,Р III-3365/1,ГНИМА ОФ-1163/526,0,6,31921275,1753 г.,графика,,"бумага верже, гравюра резцовая",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37389964,1.0
61844ca3e07053748e2f6504,«Проспект вниз по Неве-реке от Невского моста между Исакиевскою церковью и корпусом кадетским». Правая сторона. Лист из издания «План столичного города Санктпетербурга...» (1753 г.).,"Махаев М.И. , Васильев Я.В.",31736626,Р III-3363,ГНИМА ОФ-1163/524,0,6,31921284,1753 г.,графика,,"гравюра резцовая, бумага верже",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37389972,1.0
61844ca3e07053748e2f6506,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист II с изображением фрагмента Выборгской части и Литейной части.,"Махаев М.И. ,Трускот И. , Соколов И.А.",31736624,Р III-3365/2,ГНИМА ОФ-1163/527,0,6,31921286,1753 г.,графика,,"гравюра резцовая, бумага верже",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37389974,1.0
61844ca3e07053748e2f6508,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист III с изображением Литейной части.,"Махаев М.И. ,Трускот И. , Соколов И.А.",31736605,Р III-3365/3,ГНИМА ОФ-1163/528,0,6,31921288,1753 г.,графика,,"бумага верже, гравюра резцовая",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37389976,1.0
61844ca3e07053748e2f651a,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист VIII с изображением Адмиралтейской и Васильевской частей.,"Трускот И. , Махаев М.И. , Соколов И.А.",31736587,Р III-3365/8,ГНИМА ОФ-1163/533,0,6,31921307,1753 г.,графика,,"бумага верже, гравюра резцовая",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37389994,1.0
61844ca3e07053748e2f651f,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист VI с изображением С.-Петербургской и Васильевской частей.,"Соколов И.А. ,Трускот И. , Махаев М.И.",31736582,Р III-3365/6,ГНИМА ОФ-1163/531,0,6,31921312,1753 г.,графика,,"гравюра резцовая, бумага верже",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37389999,1.0
61844ca3e07053748e2f652c,«Проспект вниз по Неве-реке от Невского моста между Исакиевскою церковью и корпусом кадетским». Лист из издания «План столичного города Санктпетербурга...» (1753 г.).,"Махаев М.И. , Васильев Я.В.",31736569,Р III-3362,ГНИМА ОФ-1163/523,0,6,31921326,1753 г.,графика,,"гравюра резцовая, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/37390012,1.0
