id,name,author,regNumber,invNumber,gikNumber,type,statusId,nativeId,description,technologies,,,image,connectedness,plot
635311df26548921dfeef9eb,Проспект вниз по Неве реке от Невскаго моста между Исакиевскою церквию и корпусом кадетским,"Махаев Михаил Иванович ,Васильев Яков Васильевич , Соколов Иван Алексеевич , Валериани Джузеппе",38458203,ГУБ-2806/22,ГМП КП-10207/22,0,6,38682996,,,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/46668252,1.0,Проспект вниз по реке Неве от Невского моста между Исаакиевской церковью и кадетским корпусом
5c95501a93fa687ca45ac41c,Прием Екатериной II турецкого посольства в Зимнем Дворце 14 октября 1764 года.,"Автор оригинала: Велли, Жан Луи де , Автор оригинала: Махаев, Михаил Иванович ,Гравер: Казачинский, Андрей Иванович",16033941,ЭРГ-16654,ГИКГЭ-336741,0,6,16158007,,"резец, бумага",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/15432789,2.0,Прием Екатериной II турецкого посольства в Зимнем Дворце
6227c7b2cff1801b8a9b1275,Вид летнего Императорского дворца с южной и западной стороны. 1-я серия. Лист 7-й. Придворный календарь на 1765 г.,"Махаев М.И./Усачев В.А. (Авторы рисунка)
Саблин В.П. (Гравер)",34256968,Л 13605,ГИМ 70156/18714,0,6,34456479,,"бумага плотная, гравюра",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/40909386,2.0,Вид Московского Летнего дворца с южной и западной стороны
6227c7a8cff1801b8a9afc81,Вид Московского Летнего дворца с южной и западной сторон. № 7 серии.,"Челнаков Н. Ф. (Гравер)
Махаев М. И. (Автор рисунка)",34251382,ИА 311/64,ГИМ 89540/64,0,6,34450059,,"офорт, резец, бумага",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/40903038,2.0,Вид Московского Летнего дворца с южной и западной стороны
61844ceae07053748e2fc8c7,г. Санкт-Петербург. «Проспект Адмиралтейства и около лежащих строений с частию Невской перспективной дороги с западную сторону». Из издания «Планы столичного города Санкт-Петербурга...» (1753 г.).,"Махаев М.И. , Качалов Г.А.",31747558,Р III-3350,ГНИМА ОФ-1163/511,0,6,31931435,,"бумага верже (справа водяной знак), гравюра резцовая",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/37401044,1.0,Главное Адмиралтейство
5d114515825ad31aced2325f,Жанровая сцена на Красной площади у Никольских ворот.,"Девильи  Жан-Луи де, ок.1730-1804/1809, Махаев Михаил Иванович. 1717/1718-1770",17142009,ДК 4876,ГИМ 55709/4872,0,6,17269938,,"ксилография, бумага",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/16969771,1.0,Жанровая сцена на Красной площади у Никольских ворот.
5c3e1b7293fa687ca4c17408,Картина. Вид на Адмиралтейство.,неизвестный художник по рис. М.И. Махаева,10613159,Ж-180,МС КП  3838,0,6,10727104,"Изображен городской петербургский пейзаж середины ХVIII в. с видом на Адмиралтейство арх. И. Коробова, окруженное рвом с водой. К центральной башне Адмиралтейства ведет мощеная булыжником дорога (Невский пр.) с фонарями и двумя рядами подстриженных деревьев по сторонам; по дороге едет карета. Слева от дороги зеленый луг, на котором пасутся овцы, справа плац, где построены войска: солдаты в гренадерках стоят спиной к зрителю. Перед строем три офицера с эспантонами и конный офицер. Второй конный офицер скачет позади строя. На плацу слева полукругом стоят петербуржцы, наблюдающие за смотром войск. На заднем плане видна Нева с мачтами кораблей и здание Кунсткамеры на противоположном берегу. Небо облачное, серое. Подрамник с перекладиной и клиньями. Холст дублирован. Авторский полотняного плетения, мелкозернистый, без кромок, дублировочный полотняного плетения, среднезернистый, кромки широкие.","живопись, холст, масло",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/35462858,2.0,Главное Адмиралтейство
615b7092665ac278d3ae277b,"""Корабли на Неве"". С гравюры М. Махаева.",Качалов Григорий Аникиевич,31686087,Г-2770,ПЗ-КП-5814,0,6,31876785,"Правая часть (фрагмент) гравюры ""Проспект вниз по Неве реке между Зимним Ее Императорского величества домом и Академией наук"": набережная Невы перед Императорской Академией Наук.","бумага, гравюра, резец",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/37329410,2.0,Проспект вниз по Неве реке между Зимним домом и Академией Наук
62c207343bacb4653d14de43,Ораниенбаум. Ораниенбаум. Вид увеселительного дворца на берегу Финского залива напротив Кронштадта.,"Леспинас/Lespinasse Луи-Никола де/Louis-Nicolas de , Махаев Михаил Иванович ,Нэ Франсуа-Дени",36495051,Э-5274,ГМП КП-5232,0,6,36713872," Вид на Большой дворец с террасами, Каменный зал, Картинный дом, Померанцевую галерею, Нижние дома и Ниджний парк  с бассейном канала. 
Под изображением: VUE D'ORANIENBAUM / Maison de plaisance de Sa Majeste Imperiale de toutes les Russies etc etc etc / Sur le Golfe de Finlande vis-a-vis de Cronstadt.
Внизу по углам: Под изображением по углам: Dessine par M-r le Ch-er De Lespinasse - Grave par Nee.","бумага, офорт, резец",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/44016915,3.0,Ораниенбаум. Вид дворца на берегу Финского залива напротив Кронштадта.
608f1729172e287c2d0f3261,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868864,ГМИ СПб Инв.№-I-А-62/1 к,ГМИ СПб 172359/1,0,6,29032791,,бумага.  гравюра,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404355,1.0,План Петербурга 1753
5f46db601c266ee13d127a5c,Вид Никольских триумфальных ворот с частью Цейхгауза.,Махаев Михаил Иванович (Художник),24220992,Р III-3015,ГНИМА ОФ-886/11,0,6,24362571,"Шестой лист из II серии гравюр, выполненных при Академии наук, для придворного календаря. По рисунку М. Махаева 1763 г., по руководству Жака-Луи Девелли.","бумага, офорт, гравюра резцовая",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/26808582,2.0,Вид Никольских триумфальных ворот с частью Цейхгауза
6227c7a8cff1801b8a9afc7a,Эрмитаж в Царском Селе.  Увраж «План столичного города Санктпетебурга с изображением знатнейших проспектов...изданный трудами Императорской академии наук и художеств в Санктпетербурге 1753 года».,"Греков А.А. (Гравер) 1723/1726-после 1770
Махаев М.И. (Автор оригинала) 1718-1770",34251388,ИА 311/25,ГИМ 89540/25,0,6,34450020,,"бумага, офорт, резец",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/40903031,2.0,Эрмитаж. Екатерининский парк
5c3e10bc93fa687ca4261073,План Санкт-Петербурга. Лист 4.,"граверы гравировальной палаты АН по оригинальному чертежу составленному :Трускотом И. Ф. с рисунков Махаева М.И., Павлова М., Алексеева. Ф.",5631685,ПДМП 183-гр,ГМЗ Пф КП 3057,0,6,5787450,,"бумага, офортом, гравюра резцом",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/23950776,3.0,План Петербурга 1753
5cbe39c293fa687ca4375a7a,Река Фонтанка у Грота в Летнем саду,Г. А. Качалов по рисунку М. Махаева,16214832,ГМИ СПб Инв.№-I-А1123г,ГМИ СПб 163564,0,6,16343099,"Под изображением - надпись: ""Проспектъ по реке Фонтанке отъ Грота и Запасного дворца на Полдень"", та же надпись - на французском языке; между надписями - картуш; слева - ""Подсмотр. Г.Валерiани, рис. Подмастерье Михайл Махаев"", справа - ""Гравировал мастер Григорий Качалов"".","Бумага.  Гравюра, акварель.",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/15689006,2.0,Грот. Летний сад по реке Фонтанке
608f1855154d0f7c26724c7c,"г. Москва. Церковь Спаса Всемилостивого. Усадьба Кусково, ул. Юности, 2. 1737-1739 гг., колокольня 1792 г. Общий вид с дворцом и кухней. Лист из альбома «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...». Архитектор: Миронов А.Ф.; Архитектор: Дикушин Г.Е.","Махаев М.И. ,Лоран П.-Ф.",28538017,Р III-6787/4,ГНИМА ОФ-1478/1932,0,6,28701640,,"гравюра резцовая, офорт, бумага верже",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/32948517,1.0,Церковь Спаса Всемилостивого. Кусково
5cbe39c293fa687ca4375b7b,Панорама Невы вниз по течению от Зимнего дворца и Академии наук; левая часть - Адмиралтейство,Г. А. Качалов по рисунку М. Махаева,16214785,ГМИ СПб Инв.№-I-А1060/2г,ГМИ СПб 163525/2,0,6,16343152,,"Бумага.  Гравюра резцом, офорт.",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/15689116,2.0,Проспект вниз по Неве реке между Зимним домом и Академией Наук
6227c7a8cff1801b8a9afc8b,Охотничий павильон в зверинце Царского Села. Увраж «План столичного города Санктпетебурга с изображением знатнейших проспектов...изданный трудами Императорской академии наук и художеств в Санктпетербурге 1753 года».,"Виноградов Е.Г. (Гравер) 1725/1728-1769
Махаев М.И. (Автор оригинала) 1718-1770",34251373,ИА 311/24,ГИМ 89540/24,0,6,34450150,,"бумага, гравюра",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/40903047,2.0,Охотничий павильон Монбижу в Зверинце. Екатерининский парк. Царскок село. 
6132915ec99ad54b5c5b4624,"Открытка черно-белая, художественная, с белыми полями по периметру.
Художник М.И. Махаев (1716-1770-).
Вид Успенского собора и Грановитой палаты с частью колокольни Ивана Великого. Гравюра.",,31085826,,КМ-19009,0,6,31273322,"Открытка черно-белая, художественная, с белыми полями по периметру.
Художник М.И. Махаев (1716-1770-).
Вид Успенского собора и Грановитой палаты с частью колокольни Ивана Великого. Гравюра.
Государственный научно-исследовательский музей архитектуры им. А.В. Щусева. г.Москва.
На л.ст.: Изображение людей на площади, на фоне двухэтажных домов сдева и соборов прямо и справа.
На об. ст.: Черной типографской печати с фамилией художника и названием картины внизу слева.
Издательство «Советский художник». Москва. 1968 г. Ц. 1 коп.","бумага мелованная, печать типографская",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/36512764,4.0,Соборная площадь
5c3e0e8a93fa687ca405e06f,Проспект вниз по Неве-реке между Зимним ее Императорского Величества домом и Академией наук. С рисунка М.И. Махаева.  Левая часть,Качалов Григорий Аникеевич (1711-1759),4661155,Г-520,РОМИИ КП 1272,0,6,4681868,"Под высоким небом на первом плане поверхность реки с парусниками и лодками и плотом. На уходящем по диагонали в глубину берега слева трехэтажный дворец с изломанной высокой кровлей и лучковым фронтоном, перед ним на набережной кареты; в центре здания Адмиралтейства со строящимися кораблями и башней со шпилем, справа вдали церковь и часть моста через реку.","бумага, гравюра резцом, офорт",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/1186314,2.0,Проспект вниз по Неве реке между Зимним домом и Академией Наук
629927c4c7f00e02909a984b,(Россия. Москва.) Вид Воскресенских Триумфальных ворот от Куретного моста. Лист № 4,М. И. Махаев.,36071623,ГМИ СПб Инв.№-VIII-А-3682 г,ГМИ СПб 126610,0,6,36278647,,"картон.  офорт, резец",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/43439988,1.0,Воскресенские ворота. Китайгородская стена
62704a7f08d6c306a326597c,Вид города Владимира от Москвы с приезда к северо-западу. Лист из «Собрания российских и сибирский городов».,"Свечин А.И. конец 1720-х-1796
Махаев М.И. 1718-1770
Колпашников Алексей Яковлевич (Гравер) 1744-1814",34675857,Л 8969,ГИМ 55708/3400,0,6,34879289,,"бумага, офорт, резец",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/41474321,3.0,Вид Владимира
62c208b3c80909654ac6b4ef,"Альбом «Из строений и сада села Кусково, принадлежащего графу Б.П. Шереметьеву». Генплан. Рис. Анадмази, Махаев. Грав. Пьер Лоран. Соч. А.А. Шпаков. Изд. в Париже",Неизвестный фотограф,36922397,XIII-2239,ГНИМА НФ-ОФ-1483/2429,0,6,37133608,Репродукция графического листа из коллекции музея архитектуры PIII-6619/2,"фотопленка, слой, несущий изображение",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/44597430,5.0,Генплан. Кусково
62704cd108d6c306a329369a,"Альбом: «Москва. Снимки с видов местностей, храмов, зданий и других сооружений. Приложение 3-е. Со старых гравюр». Лист из альбома:  Старые Триумфальные ворота. (1775 г.).Лист из альбома. Никольские ворота. (Вид из Кремля). Перерисовка Н.А.Мартынова с гравюры по рисунку М.Махаева. Воспроизведение","Найденов Н. А. (Издатель)
Шерер, Набгольц и К (фототипия)",35188544,ИА 235/22,ГИМ 54744/245,0,6,35386155,,"бумага, фототипия",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/42183988,4.0,Триумфальная арка Екатерины II. Триумфальная площадь
637d3feb584941407ffc5ed5,"Вид застройки берега Каменного острова у дачи гр. Бестужевой-Рюминой, на переднем плане Малая Невка и лодки, слева - дерево, у него рыболов и охотник, внизу надпись","Автор рисунка: Махаев, Михаил Иванович ,Гравер: Неизвестный гравер",39470813,ЭРГ-20180,ГИКГЭ-339909,0,6,39691684,,гравюра,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/48163402,2.0,Вид застройки берега Каменного острова у дачи гр. Бестужевой-Рюминой (левая половина)
5cbe39c293fa687ca4375a55,Адмиралтейство со стороны Адмиралтейского луга,Г. А. Качалов по рисунку М. И. Махаева,16214839,ГМИ СПб Инв.№-I-А1106г,ГМИ СПб 163551,0,6,16343092,"На переднем плане слева - часть углового трехэтажного дома, правее - часть Невского проспекта, обсаженного деревьями; по сторонам его: слева - пасущийся скот, справа - смотр войск; на втором плане - старое Адмиралтейство и правее - Зимний дворец; на другом берегу Невы видна башня Кунсткамеры; под изображением в центре в картуше - герб Петербурга; внизу - надписи: ""Проспектъ Адмиралтейства и около лежащихъ строенiй съ частiю Невской перспективой дороги въ западную сторону"", тот же текст - на французском языке; под рамкой слева - ""Подсмотр. Г.Валерiани, снималъ подмастерья Михайла Махаевъ"", справа - ""Грид. Мастеръ Григорей Качаловъ""; лист № 6 из издания ""Планъ столичнаго города Санктъ-Петербурга… 1753 года"".","Бумага.  Гравюра резцом, офорт.",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/15688994,2.0,Главное Адмиралтейство
5d114553825ad31aced59f1d,"(Россия, Москва). ""Старыя Трiумфальныя ворота. (1775 г.)"". Таблица [23].",Фотогравюра с увеличенного рисунка Н. А. Мартынова (работал в 1848 - 1856 годах) по гравюре 1763 - 1769 годов М. И. Махаева (1717-1770) по собственному рисунку 1763 года.,17152556,ГМИ СПб Инв.№-VIII-А593пи,ГМИ СПб 202217,0,6,17281003,,"Бумага, ткань.  Фотогравюра.",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/16984550,3.0,Триумфальная арка Екатерины II. Триумфальная площадь
5c3e089993fa687ca4b0a4bb,Вид Успенского собор и Грановитой палаты с частью колокольни Ивана Великого. Репродукция работы М. И. Махаева. Государственный научно-исследовательский музей архитектуры имени А. В. Щусева.,,11250895,,ГМИ СПб 363074/249,0,6,11368356,,"Бумага. Фототипия, цв.",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/8792474,4.0,Соборная площадь
6011e39af2d7344dae8c8225,"Вид павильона для народных гуляний на Каменном острове, принадлежащем графине Бестужевой - Рюминой.",С гравюры М. И. Махаева.,26707654,ГМИ СПб Инв.№-I-А-972 г,ГМИ СПб 163492,0,6,26868226,"Вид павильона со стороны Малой Невки, на первом плане пристань и две лодки, в лодках, на пристани и на берегу фигуры людей, далее павильон в виде открытой полукруглой галереи с арочными пролетами и аркой в центре, в глубине среди сада уходящая вдаль аллея, внизу надпись: ""Vue de L'Amphiteatre pour Promenade de…"".","бумага.  гравюра резцом, акварель",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/30338824,2.0,Усадьба А. П. Бестужева-Рюмина на Каменном острове. 
637d3feff5b1ca408c58ab0b,Проспект Адмиралтейства с частью Невской перспективной дороги,"Автор рисунка: Валериани, Джузеппе (под смотрением) , Автор рисунка: Махаев, Михаил Иванович ,Гравер: Качалов, Григорий Аникеевич",39467578,ЭРГ-3891,КПГЭ.1946-152/70/8,0,6,39688534,,гравюра резцом,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/48159246,3.0,Главное Адмиралтейство
61fee8929d21da5e005a6f20,"Береговая набережная, Исаакиевский мост, Шляхетский кадетский корпус («Проспект вниз по Неве реке от Невского моста между Исаакиевской церковью и корпусом Кадетским»). Из альбома с планом и видами г. Санкт-Петербурга по рисункам М.И. Махаева.",Под смотр. Дж. Валериани снимал М.И. Махаев. Под смотр. И.А. Соколова снимал Я.В. Васильев.,33611045,Р XII-96/5,ГНИМА ОФ-335/1041,0,6,33792072,,"бумага, гравюра резцовая",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/39959997,2.0,Проспект вниз по реке Неве от Невского моста между Исаакиевской церковью и кадетским корпусом
61844ca3e07053748e2f6506,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист II с изображением фрагмента Выборгской части и Литейной части.,"Махаев М.И. ,Трускот И. , Соколов И.А.",31736624,Р III-3365/2,ГНИМА ОФ-1163/527,0,6,31921286,,"гравюра резцовая, бумага верже",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/37389974,1.0,План Петербурга 1753
5e9f69ce1c266ee13d245532,Изображение церемониального обеда в Грановитой палате,"Гравер: Неизвестный гравер , Автор рисунка: Махаев, Михаил Иванович (?)",22290569,ЭРГ-16655,ГИКГЭ-336742,0,6,22431454,,"гравюра резцом, бумага",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/24615364,2.0,Изображение церемониального обеда в Грановитой палате
5db76484825ad31acee9d314,"Государственный научно-исследовательский музей архитектуры им. А.В. Щусева. Воздвиженка, 5/25, Донской монастырь, г. Москва. Государственный научно-исследовательский музей архитектуры им. А.В. Щусева.  Донской монастырь. Выставка ""К истории русского градостроительства XVIII - н.ХХ вв."" 1976 г. Экспозиция. Раздел  ""Архитектура 20-30 гг. XVIII в. ( с планом Петербкрга художника Махаева)"".",Чураков Михаил Михайлович,19364593,X-2581,ГНИМА НФ-ОФ-1516/19,0,6,19492831,,"черно-белый негатив, пленка",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/20000982,5.0,План Петербурга 1753
603c0d3421bf8926660c29d3,«Проспект вниз по Неве реке от Невского моста между Исаакиевской церковью и корпусом Кадетским». Правая часть панорамы. из альбома «План столичного города Санкт-Петербурга с изображением знатнейших оного проспектов». Императорская Академия Наук и Художеств. Санкт-Петербург.,"Валериани Д. , Махаев М.И. , Соколов И.А. , Васильев Я.В.",26974162,Р III-6915/2,ГНИМА ОФ-1478/2123,0,6,27122528,"На переднем плане изображен наплавной мост, по которому передвигаются конные экипажи. Справа налево уходит перспектива разных архитектурных сооружений. На поверхности Невы видны различные парусные суда и лодки. В левой части многовесельное парусное судно.","бумага (водяной знак в виде геральдической лилии, увенчанной короной.), гравюра резцовая, офорт",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/30687699,2.0,Проспект вниз по реке Неве от Невского моста между Исаакиевской церковью и кадетским корпусом
608f172a172e287c2d0f339b,"Вид Летнего дворца, построенного гр. В.Растрелли. С рисунка М.И.Махаева, гравюра А.Грекова. Лист 12 из альбома ""Историческая панорама Санкт-Петербурга и его окрестностей"". Часть I ""От основания Петербурга до екатерининской эпохи"".",,28869090,ГМИ СПб Инв.№-I-А-204/12 пи,ГМИ СПб 277274/12,0,6,29033004,,бумага.  топографическая печать,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404786,4.0,Летний дворец Елизаветы Петровны с угла Мойки и Фонтанки
5e4c53ba1c266ee13da8b98a,"""Фонтанка у Летнего сада"", с гравюры по рисунку Махаева, вырезка из печатного издания",,21156553,ПДМП 5097-от,ГМЗ Пф КП 62330,0,6,21280681,,"бумага, печать",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/22504401,4.0,Грот. Летний сад по реке Фонтанке
637d3feff5b1ca408c58ab19,Проспект вверх по Неве от Адмиралтейства и Академии Наук к востоку,"Гравер: Виноградов, Ефим Григорьевич , Автор рисунка: Валериани, Джузеппе (под смотрением) , Автор рисунка: Махаев, Михаил Иванович , Гравер: Соколов, Иван Алексеевич (под смотрением)",39467568,ЭРГ-3869,КПГЭ.1946-152/69/6,0,6,39688556,,"бумага серо-голубая, гравюра резцом",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/48159258,2.0,Проспект вверх по Неве реке от Адмиралтейства и Академии Наук к востоку.
61844ca2e07053748e2f6444,«Проспект вверх по Неве-реке от Адмиралтейства и Академии Наук к востоку». Лист из издания «Планы столичного города Санкт-Петербурга...» (1753 г.).,"Махаев М.И. , Виноградов Е.Г.",31736482,Р III-3360,ГНИМА ОФ-1163/521,0,6,31921121,,"гравюра резцовая, бумага",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/37389827,1.0,Проспект вверх по Неве реке от Адмиралтейства и Академии Наук к востоку.
5f6fb67f1c266ee13d9358f9,Офорт. Вид города Свияжска при водополье к полудню,"Махаев Михаил Иванович ,Рудаков А. Г.",3559214,,НМРТ КП-5828,0,6,3791922,,"офорт, картон, резец, бумага",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/30649112,1.0,Вид Свияжска
637d3feef5b1ca408c58aa97,Проспект здания Эрмитажа в Царском Селе,"Автор рисунка: Махаев, Михаил Иванович ,Гравер: Неизвестный гравер",39467624,ЭРГ-3872,КПГЭ.1946-152/69/9,0,6,39688356,,гравюра резцом,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/48159193,2.0,Эрмитаж. Екатерининский парк
629927c4c7f00e02909a9834,(Россия. Москва.) Вид Триумфальных ворот на Тверской улице в Белом городе. Лист № 3,М. И. Махаев.,36071646,ГМИ СПб Инв.№-VIII-А-3685 г,ГМИ СПб 126613,0,6,36278623,,"картон.  офорт, резец",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/43439964,1.0,Вид Триумфальных ворот на Тверской улице в Белом городе
61844ce9e07053748e2fc840,г. Санкт-Петербург. «Проспект вверх по Неве реке от Адмиралтейства и Академии Наук к востоку». Из издания «Планы столичного города Санкт-Петербурга...» (1753 г.). Лист №9.,"Махаев М.И. , Виноградов Е.Г.",31747456,Р III-3359,ГНИМА ОФ-1163/520,0,6,31931292,,"бумага верже, гравюра резцовая",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/37400936,1.0,Проспект вверх по Неве реке от Адмиралтейства и Академии Наук к востоку.
6011e39bf2d7344dae8c84a6,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",26708301,ГМИ СПб Инв.№-I-А-57/8 к,ГМИ СПб 172355/8,0,6,26868967,,бумага.  гравюра,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/30339589,1.0,План Петербурга 1753
63a61ce495cd773feff6dd4c,Перспективный вид Невы от здания Зимнего дворца и Академии Наук вниз по течению.,Г. А. Качалов по рисунку М.И. Махаева.,40088910,ГМИ СПб Инв.№-I-А-492 г,ГМИ СПб 164614/10,0,6,40320457,,"бумага.  гравюра резцом, офорт",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/49023047,2.0,Проспект вниз по Неве реке между Зимним домом и Академией Наук
6227c7a8cff1801b8a9afc79,Москва. Вид Кремлевского старого дворца с Красным крыльцом и Золотой решеткой. № 3 серии.,"Челнаков Н. Ф. (Гравер)
Махаев М. И. (Автор рисунка)",34251389,ИА 311/62,ГИМ 89540/62,0,6,34450010,,"бумага, офорт, резец",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/40903030,2.0,Теремной дворец
5cbe39c293fa687ca4375760,Река Фонтанка у Летнего сада,Г. А. Качалов по рисунку М. Махаева,16214772,ГМИ СПб Инв.№-I-А1124г,ГМИ СПб 163565,0,6,16343169,"На первом плане - Фонтанка с гребными лодками. Парусниками и зданиями по берегам - справа грота и водовзводной башни, слева - Запасного дворца и верфи; на втором плане - мост, в глубине - купола Аничкова дворца; под рамкой в картуше - герб Петербурга; подписи: под изображением слева - ""Проспектъ по реке Фонтанке от Грота и Запасного дворца на Полдень"", справа - то же на французском языке; под рамкой слева - ""Подсмотр. Г.Валерiани снималъ подмастерья Михайла Махаевъ"", справа - ""Гридвровалъ мастеръ Григорей Качаловъ""; лист № 10 из издания ""Планъ столичнаго города Санктъ-Петербурга… 1753 года"".","Бумага.  Гравюра резцом, офорт.",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/15689134,2.0,Грот. Летний сад по реке Фонтанке
5c3e165b93fa687ca4783ba5,Проект новопостроенных палат против Аничковских ворот,"Махаев Михаил Иванович (автор рисунка) ,Васильев Яков Васильевич",8474623,ТКГ Г-228,ТКГ ОФ-1054,0,6,8582310,"на переднем плане изображена набережная, за ней река. В середине мост, переходящий в уходящюю в глубину улицу, завершающуюся шпилем Адмиралтейства. По улице движутся экипажи, всадники, пешеходы. На противоположном берегу реки (канала) слева изображен трехэтажный барочный дворец с портиком и двумя ризалитами. Портик завершается фигурным фронтоном, ризалиты - с купольным завершением. Первый ярус дворца рустован, крыльцо высокое, с боковыми подъемами. Перед дворцом - укрепленный берег, вдоль которого стоит аркада. Справа от моста пустое поле со штабелями бревен, далее изображены экипажи и пешеходы. За полем - ряд одноэтажных домов. Первый план фланкируют изображения фрагментов двухэтажных домов с высокими черепичными кровлями. В верхней части листа изображение неба. Под изображением в середине - картуш.","гравюра резцом, бумага",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/4904438,2.0,Проспект палат против Аничковских ворот и Невской перспективой дороги от реки Фонтанки
608f1641a04b277c2077607e,г. Москва. «Вид Триумфальных ворот на Тверской улице в Белом городе». Лист 3. Илл. к «Краткой Российской империи географии» с карманным атласом.,Махаев М.И.,28545075,Р III-6895,ГНИМА ОФ-1478/2102,0,6,28708812,,"бумага верже, гравюра резцовая, офорт",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955757,1.0,Вид Триумфальных ворот на Тверской улице в Белом городе
6353128326548921dff001ce,"г. Санкт-Петербург. Летний дворец Елизаветы Петровны. 1741-1744 гг., снесен в 1797 г. Общий вид. Архитектор: Растрелли Ф.Б., В.В. Фото-тинто-гравюра Т-ва «Образование»","Махаев М.И. , Греков А.",38652594,Р III-1642,ГНИМА ОФ-153/23,0,6,38868383,,"фотогравюра (фото-тинто-гравюра), бумага",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/46913989,4.0,Летний дворец Елизаветы Петровны с угла Мойки и Фонтанки
5cbe39c293fa687ca4375a1d,Большой Царскоселький дворец со стороны парадного двора. Левая половина,Н. Ф. Челнаков и Е. Т. Внуков по рисунку М. Махаева,16214850,ГМИ СПб Инв.№-I-А1162/1г,ГМИ СПб 163597/1,0,6,16343079,,"Бумага.  Гравюра резцом, офорт.",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/15688975,2.0,Дворец в Царском селе
61fee94e4f25475e0d8868e5,Гравюра. Проспект новоустроенных палат против Аничковских ворот от восточной стороны с частью Санкт-Петербурга и Невской перспективной дороги от реки Фонтанки. Vue du Nouveau Palais pres de la porte triomphale d Anitschki vers l orient avec une partie de la ville et du chemin de Monasteur d Alexandre Nevski prise du Cote de la Fontanka.,"Васильев Яков Васильевич , Махаев Михаил Иванович (автор рисунка)",33808657,МЛ-972,МАЭ № 7755-43,0,6,33995759,,,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/40246028,2.0,Проспект палат против Аничковских ворот и Невской перспективой дороги от реки Фонтанки
608f1641a04b277c20776054,г. Москва. Кремль. «Красное крыльцо и Грановитая палата». Лист 4. Илл. к «Краткой Российской империи географии» с карманным атласом.,"Стрижов Г. ,Махаев М.И.",28545117,Р III-6901,ГНИМА ОФ-1478/2108,0,6,28708769,,"гравюра резцовая, офорт, бумага верже (внизу с левого края срезанный водяной зхнак: «...hes».)",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/32955715,2.0,Кремль. Красное крыльцо и Грановитая палата
