id;name;author;statusId;date_created;typology;technologies;connectedness;text_2;plot;pred_plot;text;regNumber
6011e347b27c324dbb8a3c9c;Панорама Невы от Зимнего дворца и Академии Наук вниз по течению.;Качалов Г.с рисунка М. Махаева.;6;1753 г.;графика;бумага.  гравюра резцом;2.0;панорама нева от зимний дворец и академия наука вниз по течение;Проспект вниз по Неве реке между Зимним домом и Академией Наук;56;панорама нева от зимний дворец и академия наука вниз по течение качалов гс рисунок м махаева бумага  гравюра резец;26623778
6011e347b27c324dbb8a3cb8;Панорама Невы от Адмиралтейства и Академии Наук вверх по течению.;Виноградов И. с рисунка М. Махаева.;6;1753 г.;графика;бумага.  гравюра резцом;2.0;панорама нева от адмиралтейство и академия наука вверх по течение;;1;панорама нева от адмиралтейство и академия наука вверх по течение виноградов и с рисунок м махаева бумага  гравюра резец;26623750
6011e347b27c324dbb8a3d2c;Вид здания Государственных коллегий со стороны Невы.;Внуков Е. по рисунку М. Махаева..;6;1753 г.;графика;бумага.  гравюра, офорт, резец;2.0;вид здание государственный коллегия со сторона нева;;88;вид здание государственный коллегия со сторона нева внук е по рисунок м махаева бумага  гравюра офорт резец;26623921
6011e347b27c324dbb8a3d38;Вид Старого Зимнего дворца со стороны Невы.;Виноградов Е. по рисунку М. Махаева.;6;1753 г.;графика;бумага.  гравюра резцом;2.0;вид старый зимний дворец со сторона нева;;59;вид старый зимний дворец со сторона нева виноградов е по рисунок м махаева бумага  гравюра резец;26623909
6011e347b27c324dbb8a3d71;Вид Летнего дворца Елизаветы Петровны с угла Мойки и Фонтанки.;Греков А. с рисунка М. Махаева.;6;1753 г.;графика;бумага.  гравюра, офорт, резец;2.0;вид летний дворец елизавета петровна с угол мойка и фонтанка;;11;вид летний дворец елизавета петровна с угол мойка и фонтанка греков а с рисунок м махаева бумага  гравюра офорт резец;26623871
6011e347b27c324dbb8a3d72;Вид здания Эрмитажа в Царскосельском парке.;А.Греков по рисунку М. Махаева.;6;1761 г.;графика;бумага.  резцом и офортом;2.0;вид здание эрмитаж в царскосельский парк;;2;вид здание эрмитаж в царскосельский парк агреков по рисунок м махаева бумага  резец и офорт;26623870
6011e347b27c324dbb8a3d8e;Вид Летнего дворца Елизаветы Петровны с угла Мойки и Фонтанки.;Греков А.с рисунка М. Махаева.;6;1753 г.;графика;бумага.  гравюра, офорт, резец;2.0;вид летний дворец елизавета петровна с угол мойка и фонтанка;;11;вид летний дворец елизавета петровна с угол мойка и фонтанка греков ас рисунок м махаева бумага  гравюра офорт резец;26623853
6011e348b27c324dbb8a3e1a;Панорама Невы вверх по течению от Галерной верфи и 13-й линии Васильевского острова.;Еляков И. (с рисунка М. Махаева).;6;1753 г.;графика;бумага.  гравюра, офорт, резец;2.0;панорама нева вверх по течение от галерный верфь и й линия васильевский остров;;25;панорама нева вверх по течение от галерный верфь и й линия васильевский остров еляков и с рисунок м махаева бумага  гравюра офорт резец;26624027
6011e39af2d7344dae8c8225;Вид павильона для народных гуляний на Каменном острове, принадлежащем графине Бестужевой - Рюминой.;С гравюры М. И. Махаева.;6;Вторая половина XVIII в.;графика;бумага.  гравюра резцом, акварель;2.0;вид павильон для народный гуляние на каменный остров принадлежать графиня бестужева рюмина;Усадьба А. П. Бестужева-Рюмина на Каменном острове. ;76;вид павильон для народный гуляние на каменный остров принадлежать графиня бестужева  рюмина с гравюра м и махаева бумага  гравюра резец акварель;26707654
6011e39af2d7344dae8c8235;Вид павильона для народных гуляний на Каменном острове, принадлежащем графине Бестужевой - Рюминой.;С гравюры М. И. Махаева.;6;Вторая половина XVIII в.;графика;бумага.  гравюра резцом, акварель;2.0;вид павильон для народный гуляние на каменный остров принадлежать графиня бестужева рюмина;;76;вид павильон для народный гуляние на каменный остров принадлежать графиня бестужева  рюмина с гравюра м и махаева бумага  гравюра резец акварель;26707638
6011e39af2d7344dae8c824c;Галерея в парке графине Бестужевой - Рюминой на Каменном острове.;С гравюры М. И. Махаева.;6;Вторая половина XVIII в.;графика;бумага.  гравюра резцом, акварель;2.0;галерея в парк графиня бестужева рюмина на каменный остров;;76;галерея в парк графиня бестужева  рюмина на каменный остров с гравюра м и махаева бумага  гравюра резец акварель;26707603
6011e39af2d7344dae8c8261;Вид дачи графини Бестужевой - Рюминой на Каменном острове.;С гравюры М. И. Махаева.;6;Середина XVIII в.;графика;бумага.  гравюра, акварель;2.0;вид дача графиня бестужева рюмина на каменный остров;;76;вид дача графиня бестужева  рюмина на каменный остров с гравюра м и махаева бумага  гравюра акварель;26707582
6011e41dad940c4db4e5d28a;Проспект Государственных Коллегий с частью Гостиного двора с восточной стороны. Гравюра;Махаев Михаил Иванович (автор рисунка) ,Внуков Еким Терентьевич (гравер);6;1753;графика;офорт, бумага, резец;2.0;проспект государственный коллегия с часть гостиный двор с восточный сторона гравюра;;33;проспект государственный коллегия с часть гостиный двор с восточный сторона гравюра махаев михаил иванович автор рисунок внук еким терентьевич гравер офорт бумага резец;26861141
6011e462b27c324dbb8c06a7;Кремль. Вид Кремля в Москве с Каменного моста чрез Москву-реку.;Балабин Патрикей Тимофеевич , Махаев Михаил Иванович;6;1760-1770-е;графика;бумага, резец;2.0;кремль вид кремль в москва с каменный мост чрез москва река;;64;кремль вид кремль в москва с каменный мост чрез москвурек балабин патрикей тимофеевич  махаев михаил иванович бумага резец;26923594
603c0d3421bf8926660c29a8;«Проспект вверх по Неве реке от Адмиралтейства и Академии Наук к востоку». Левая часть панорамы. из альбома «План столичного города Санкт-Петербурга с изображением знатнейших оного проспектов». Императорская Академия Наук и Художеств. Санкт-Петербург.;Валериани Д. , Махаев М.И. , Виноградов Е.Г. , Соколов И.А.;6;1753 г.;графика;гравюра резцовая, бумага, офорт;2.0; проспект вверх по нева река от адмиралтейство и академия наука к восток левый часть панорама из альбом план столичный город санкт петербург с изображение знатный оный проспект императорский академия наука и художество санкт петербург;;1;проспект вверх по нева река от адмиралтейство и академия наука к восток левый часть панорама из альбом план столичный город санктпетербург с изображение знатный оный проспект императорский академия наука и художество санктпетербург валериани д  махаев ми  виноградов ег  соколов иа гравюра резцовый бумага офорт;26974205
603c0d3421bf8926660c29bd;«Проспект вверх по Неве реке к востоку между Галерейной верфью и 13-й линией Васильевского острова». Правая часть панорамы. из альбома «План столичного города Санкт-Петербурга с изображением знатнейших оного проспектов». Императорская Академия Наук и Художеств. Санкт-Петербург.;Соколов И.А. ,Валериани Д. , Махаев М.И. , Еляков И.П.;6;1753 г.;графика;бумага (водяной знак: «ао» и нечитабельный водяной знак.), гравюра резцовая, офорт;2.0; проспект вверх по нева река к восток между галерейный верфь и й линия васильевский остров правый часть панорама из альбом план столичный город санкт петербург с изображение знатный оный проспект императорский академия наука и художество санкт петербург;;51;проспект вверх по нева река к восток между галерейный верфь и й линия васильевский остров правый часть панорама из альбом план столичный город санктпетербург с изображение знатный оный проспект императорский академия наука и художество санктпетербург соколов иа валериани д  махаев ми  еляков ипать бумага водяной знак ао и нечитабельный водяной знак гравюра резцовый офорт;26974184
603c0d3421bf8926660c29d3;«Проспект вниз по Неве реке от Невского моста между Исаакиевской церковью и корпусом Кадетским». Правая часть панорамы. из альбома «План столичного города Санкт-Петербурга с изображением знатнейших оного проспектов». Императорская Академия Наук и Художеств. Санкт-Петербург.;Валериани Д. , Махаев М.И. , Соколов И.А. , Васильев Я.В.;6;1753 г.;графика;бумага (водяной знак в виде геральдической лилии, увенчанной короной.), гравюра резцовая, офорт;2.0; проспект вниз по нева река от невский мост между исаакиевский церковь и корпус кадетский правый часть панорама из альбом план столичный город санкт петербург с изображение знатный оный проспект императорский академия наука и художество санкт петербург;Проспект вниз по реке Неве от Невского моста между Исаакиевской церковью и кадетским корпусом;38;проспект вниз по нева река от невский мост между исаакиевский церковь и корпус кадетский правый часть панорама из альбом план столичный город санктпетербург с изображение знатный оный проспект императорский академия наука и художество санктпетербург валериани д  махаев ми  соколов иа  васильев ява бумага водяной знак в вид геральдический лилия увенчивать корона гравюра резцовый офорт;26974162
603c0d6b6a993426689de536;"""Проспект старого Зимнего дворца"". С оригинала М. Махаева";Виноградов;6;1753;графика;гравюра резцом;2.0; проспект старый зимний дворец с оригинал м махаева;;8;проспект старый зимний дворец с оригинал м махаева виноградов гравюра резец;27360300
603c0d6b6a993426689de537;"""Проспект вниз по Неве реке между Зимним ... домом и Академией наук"". Правая часть. С оригинала М. Махаева. Оттиск 1971 г.";Качалов Г. А.;6;Оттиск 1971г.;графика;гравюра резцом;2.0; проспект вниз по нева река между зимний дом и академия наука правый часть с оригинал м махаева оттиск г;;10;проспект вниз по нева река между зимний  дом и академия наука правый часть с оригинал м махаева оттиск  г качалов г а гравюра резец;27360298
603c0d6a6a993426689de4bc;"""Проспект вниз по Неве реке между Зимним ... домом и Академией наук"". /Левая часть/. С оригинала М. Махаева. Оттиск 1971 г.";Качалов Г. А.;6;Оттиск 1971г.;графика;гравюра резцом;2.0; проспект вниз по нева река между зимний дом и академия наука левый часть с оригинал м махаева оттиск г;;10;проспект вниз по нева река между зимний  дом и академия наука левый часть с оригинал м махаева оттиск  г качалов г а гравюра резец;27360274
603c0d6a6a993426689de4ca;"""Проспект Государственных Коллегий"". С оригинала М. Махаева. Оттиск 1971 г.";Внуков Е.;6;Оттиск 1971г.;графика;гравюра резцом;2.0; проспект государственный коллегия с оригинал м махаева оттиск г;;88;проспект государственный коллегия с оригинал м махаева оттиск  г внук е гравюра резец;27360263
608f1812a04b277c207a70dd;Вид реки Фонтанки у Летнего сада. Гравюра;Махаев Михаил Иванович (автор рисунка) ,Качалов Григорий Аникеевич (Гравер);6;1753;графика;офорт, бумага, резец;2.0;вид река фонтанка у летний сад гравюра;;37;вид река фонтанка у летний сад гравюра махаев михаил иванович автор рисунок качалов григорий аникеевич гравер офорт бумага резец;28456804
608f1855154d0f7c26724c61;"г. Москва. Итальянский домик. Усадьба Кусково, ул. Юности, 2. 1754-1755 гг. Перспективный вид главного фасада на северо-восток. Лист из альбома «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...». Архитектор: Аргунов Ф.С.; Архитектор: Кологривов Ю.И.";Лоран П.-Ф. , Махаев М.И.;6;1770-1780-е гг.;графика;офорт, бумага верже (справа в центре водяной знак.), гравюра резцовая;2.0;г москва итальянский домик усадьба кусково ул юность гг перспективный вид главный фасад на северо восток лист из альбом подлинный представление строение и сад находиться в один из увеселительный дом называть село кусково архитектор аргунов ф с архитектор кологрив ю и;;75;г москва итальянский домик усадьба кусково ул юность   гг перспективный вид главный фасад на северовосток лист из альбом подлинный представление строение и сад находиться в один из увеселительный дом называть село кусково архитектор аргунов фс архитектор кологрив юи лоран пф  махаев ми офорт бумага верже справа в центр водяной знак гравюра резцовый;28538028
608f1855154d0f7c26724c72;"г. Москва. Грот. Усадьба Кусково, ул. Юности, 2. 1756-1762/1775 гг. Общий вид. Лист из альбома «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...». Архитектор: Аргунов Ф.С.; Мастер: Фохт И.";Барабе П.-А. , Махаев М.И.;6;1770-1780-е гг.;графика;бумага верже, гравюра резцовая, офорт;2.0;г москва грот усадьба кусково ул юность гг общий вид лист из альбом подлинный представление строение и сад находиться в один из увеселительный дом называть село кусково архитектор аргунов ф с мастер фохт и;Грот в Кускове;75;г москва грот усадьба кусково ул юность   гг общий вид лист из альбом подлинный представление строение и сад находиться в один из увеселительный дом называть село кусково архитектор аргунов фс мастер фохт и бараба па  махаев ми бумага верже гравюра резцовый офорт;28538021
608f1855154d0f7c26724c9c;г. Москва. Оранжерея. Усадьба Кусково, ул. Юности, 2. 1761-1762 гг. Вид с южной стороны. Лист из альбома «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...». Архитектор: Аргунов Ф.С.;Лоран П.-Ф. , Махаев М.И.;6;1770-1780-е гг.;графика;гравюра резцовая, бумага верже (справа и слева водяные знаки.), офорт;2.0;г москва оранжерея усадьба кусково ул юность гг вид с южный сторона лист из альбом подлинный представление строение и сад находиться в один из увеселительный дом называть село кусково архитектор аргунов ф с;;75;г москва оранжерея усадьба кусково ул юность   гг вид с южный сторона лист из альбом подлинный представление строение и сад находиться в один из увеселительный дом называть село кусково архитектор аргунов фс лоран пф  махаев ми гравюра резцовый бумага верже справа и слева водяной знак офорт;28538003
608f1855154d0f7c26724cb5;"г. Москва. Усадьба Кусково, ул. Юности, 2. XVIII в. Каскад и аллея, идущая от него. «Проект Каскады и села Вешнякова представлен на Северо восток...» Лист из альбома «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...». Архитектор: Кологривов Ю.И.; Архитектор: Ухтомский Д.В.; Архитектор: Бланк К.И.; Архитектор: Аргунов Ф.С.; Архитектор: Миронов А.Ф.; Архитектор: Дикушин Г.Е.";Лоран П.-Ф. , Махаев М.И.;6;1770-1780-е гг.;графика;офорт, бумага верже, гравюра резцовая;2.0;г москва усадьба кусково ул юность в каскад и аллея идти от он проект каскад и садиться вешняков представлять на северо восток лист из альбом подлинный представление строение и сад находиться в один из увеселительный дом называть село кусково архитектор кологрив ю и архитектор ухтомский д в архитектор бланк к и архитектор аргунов ф с архитектор миронов а ф архитектор дикушин г е;Усадьба Кусково;75;г москва усадьба кусково ул юность   в каскад и аллея идти от он проект каскад и садиться вешняков представлять на северо восток лист из альбом подлинный представление строение и сад находиться в один из увеселительный дом называть село кусково архитектор кологрив юи архитектор ухтомский дв архитектор бланк ки архитектор аргунов фс архитектор миронов аф архитектор дикушин ге лоран пф  махаев ми офорт бумага верже гравюра резцовый;28537978
608f1641a04b277c2077602b;г. Санкт-Петербург. «Проспект Невской перспективной дороги от Адмиралтейских триумфальных ворот к востоку». Вид с подъемного моста на Мойке.;Качалов Г.А. ,Махаев М.И.;6;Середина XVIII в.;графика;бумага верже, гравюра резцовая;2.0;г санкт петербург проспект невский перспективный дорога от адмиралтейский триумфальный ворота к восток вид с подъемный мост на мойка;;23;г санктпетербург проспект невский перспективный дорога от адмиралтейский триумфальный ворота к восток вид с подъемный мост на мойка качалов га махаев ми бумага верже гравюра резцовый;28545149
608f1641a04b277c20776030;г. Санкт-Петербург. «Проспект Невской перспективной дороги от Адмиралтейских триумфальных ворот к востоку». Вид с подъемного моста на Мойке.;Качалов Г.А. ,Махаев М.И.;6;Середина XVIII в.;графика;гравюра резцовая, бумага верже (справа и слева водяные знаки: «strasburg lily», «c & i honic», «iv».);2.0;г санкт петербург проспект невский перспективный дорога от адмиралтейский триумфальный ворота к восток вид с подъемный мост на мойка;;23;г санктпетербург проспект невский перспективный дорога от адмиралтейский триумфальный ворота к восток вид с подъемный мост на мойка качалов га махаев ми гравюра резцовый бумага верже справа и слева водяной знак strasburg lly c &  honc;28545144
608f1641a04b277c20776031;г. Санкт-Петербург. «Проспект Адмиралтейства и около лежащих строений с частию Невской перспективной дороги с западную сторону».;Качалов Г.А. ,Махаев М.И.;6;Середина XVIII в.;графика;гравюра резцовая, бумага верже;2.0;г санкт петербург проспект адмиралтейство и около лежать строение с часть невский перспективный дорога с западный сторона;;17;г санктпетербург проспект адмиралтейство и около лежать строение с часть невский перспективный дорога с западный сторона качалов га махаев ми гравюра резцовый бумага верже;28545143
608f1641a04b277c2077603f;г. Москва. Кремлевский дворец. Кремль. 1743-1750-е гг. «Вид Нового дворца в Кремле с южной стороны». Лист 5. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Растрелли Ф.Б., В.В.;Челнаков Н.Ф. ,Махаев М.И.;6;1773 г.;графика;офорт, бумага верже, гравюра резцовая;2.0;г москва кремлевский дворец кремль е гг вид новый дворец в кремль с южный сторона лист илл к краткий российский империя география с карманный атлас архитектор растрелли ф б в в;;49;г москва кремлевский дворец кремль е гг вид новый дворец в кремль с южный сторона лист  илл к краткий российский империя география с карманный атлас архитектор растрелли фб вв челнак нф махаев ми офорт бумага верже гравюра резцовый;28545129
608f1641a04b277c20776053;"г. Санкт-Петербург. Грот. Летний сад. 1704-1720 гг. 1714-19 гг. «Проспект по реке Фонтанке от Грота и Запасного дворца на полдень». Строитель: Маттарнови И.С.; Строитель: Микетти Н.; Строитель: Земцов М.Г.; Архитектор: Шлютер А.";Качалов Г.А. ,Махаев М.И.;6;Середина XVIII в.;графика;гравюра резцовая, бумага верже;2.0;г санкт петербург грот летний сад гг гг проспект по река фонтанка от грот и запасной дворец на полдень строитель маттарновь и с строитель микетти н строитель земцов м г архитектор шлютер а;;85;г санктпетербург грот летний сад  гг  гг проспект по река фонтанка от грот и запасной дворец на полдень строитель маттарновь иса строитель микетти н строитель земцов мг архитектор шлютер а качалов га махаев ми гравюра резцовый бумага верже;28545118
608f1641a04b277c20776054;г. Москва. Кремль. «Красное крыльцо и Грановитая палата». Лист 4. Илл. к «Краткой Российской империи географии» с карманным атласом.;Стрижов Г. ,Махаев М.И.;6;1773 г.;графика;гравюра резцовая, офорт, бумага верже (внизу с левого края срезанный водяной зхнак: «...hes».);2.0;г москва кремль красный крыльцо и грановитый палата лист илл к краткий российский империя география с карманный атлас;Кремль. Красное крыльцо и Грановитая палата;49;г москва кремль красный крыльцо и грановитый палата лист  илл к краткий российский империя география с карманный атлас стрижов г махаев ми гравюра резцовый офорт бумага верже внизу с левый край срезать водяной зхнак hes;28545117
608f1641a04b277c2077605f;г. Москва. Кремлевский дворец. Кремль. 1743-1750-е гг. «Вид Нового дворца в Кремле с южной стороны». Лист 5. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Растрелли Ф.Б., В.В.;Челнаков Н.Ф. ,Махаев М.И.;6;1773 г.;графика;гравюра резцовая, бумага, офорт;2.0;г москва кремлевский дворец кремль е гг вид новый дворец в кремль с южный сторона лист илл к краткий российский империя география с карманный атлас архитектор растрелли ф б в в;;49;г москва кремлевский дворец кремль е гг вид новый дворец в кремль с южный сторона лист  илл к краткий российский империя география с карманный атлас архитектор растрелли фб вв челнак нф махаев ми гравюра резцовый бумага офорт;28545106
608f1641a04b277c20776064;"г. Санкт-Петербург. Гостиный двор. Невский проспект, д.35 . 1757 г., 1761-1785 гг., переделка фасада - 1886-1887 гг. «Проспект Биржи и Гостиного двора вверх по Малой Неве реке». Архитектор: Растрелли Ф.Б., В.В.; Архитектор: Валлен-Деламот Ж.-Б.; Архитектор: Бенуа А.Н.";Еляков И.П. ,Махаев М.И.;6;Середина XVIII в.;графика;бумага верже, гравюра резцовая;2.0;г санкт петербург гостиный двор невский проспект д г гг переделка фасад гг проспект биржа и гостиный двор вверх по малый нева река архитектор растрелли ф б в в архитектор валлен деламот ж б архитектор бенуа а н;;15;г санктпетербург гостиный двор невский проспект д   г  гг переделка фасад   гг проспект биржа и гостиный двор вверх по малый нева река архитектор растрелли фб вв архитектор валленделамот жб архитектор бенуа ан еляков ипать махаев ми бумага верже гравюра резцовый;28545101
608f1641a04b277c2077606a;"г. Санкт-Петербург. Аничков дворец. Невский пр-т, 39. 1741-1754 гг., 1776-1778 гг. - переделка, 1809-1810 гг., 1817-1818 гг., 1875 г. г. Санкт-Петербург. «Проспект новопостроенных палат против Аничковских ворот от восточной стороны с частию Санктпетербурга и Невской перспективной дороги от реки Фонтанки». Панорамный вид Невского проспекта в сторону Адмиралтейства. Архитектор: Земцов М.Г.; Архитектор: Дмитриев Г.Д.; Архитектор: Старов И.Е.; Архитектор: Руска Л.; Архитектор: Росси К.И.; Архитектор: Рахау К.К.";Васильев Я. ,Махаев М.И.;6;Середина XVIII в.;графика;бумага верже, гравюра резцовая;2.0;г санкт петербург аничков дворец невский пр т гг гг переделка гг гг г г санкт петербург проспект новопостроенный палата против аничковский ворота от восточный сторона с часть санктпетербург и невский перспективный дорога от река фонтанка панорамный вид невский проспект в сторона адмиралтейство архитектор земцов м г архитектор дмитриев г д архитектор стар и е архитектор руска л архитектор росси к и архитектор рахау к к;;44;г санктпетербург аничков дворец невский прт   гг  гг  переделка  гг  гг  г г санктпетербург проспект новопостроенный палата против аничковский ворота от восточный сторона с часть санктпетербург и невский перспективный дорога от река фонтанка панорамный вид невский проспект в сторона адмиралтейство архитектор земцов мг архитектор дмитриев гд архитектор стар ия архитектор руска л архитектор росси ки архитектор рахау кк васильев я махаев ми бумага верже гравюра резцовый;28545095
608f1641a04b277c2077606f;г. Москва. Деревянный летний дворец Анненгоф в Лефортове. 1730-е гг., снесен в 1770-х гг. «Вид Московского Летнего дворца с южной и западной стороны». Лист 7. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Растрелли Ф.Б., В.В.;Саблин Н.Я. ,Махаев М.И.;6;1773 г.;графика;офорт, гравюра резцовая, бумага верже;2.0;г москва деревянный летний дворец анненгоф в лефортово е гг снести в х гг вид московский летний дворец с южный и западный сторона лист илл к краткий российский империя география с карманный атлас архитектор растрелли ф б в в;;90;г москва деревянный летний дворец анненгоф в лефортово е гг снести в х гг вид московский летний дворец с южный и западный сторона лист  илл к краткий российский империя география с карманный атлас архитектор растрелли фб вв саблин ня махаев ми офорт гравюра резцовый бумага верже;28545090
608f1641a04b277c20776072;г. Москва. Кремлевский дворец. Кремль. 1743-1750-е гг. «Новый императорский дворец в Кремле с галереями старого дворца». Лист 6. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Растрелли Ф.Б., В.В.;Балабин П.Т. ,Махаев М.И.;6;1773 г.;графика;офорт, гравюра резцовая, бумага;2.0;г москва кремлевский дворец кремль е гг новый императорский дворец в кремль с галерея старый дворец лист илл к краткий российский империя география с карманный атлас архитектор растрелли ф б в в;;49;г москва кремлевский дворец кремль е гг новый императорский дворец в кремль с галерея старый дворец лист  илл к краткий российский империя география с карманный атлас архитектор растрелли фб вв балабин пт махаев ми офорт гравюра резцовый бумага;28545087
608f1641a04b277c20776086;г. Москва. Кремль. «Вид Кремля в Москве с Каменного моста через Москву-реку». Лист 1. Илл. к «Краткой Российской империи географии» с карманным атласом.;Балабин П.Т. ,Махаев М.И.;6;1773 г.;графика;гравюра резцовая, бумага верже, офорт;2.0;г москва кремль вид кремль в москва с каменный мост через москва река лист илл к краткий российский империя география с карманный атлас;;49;г москва кремль вид кремль в москва с каменный мост через москвурек лист  илл к краткий российский империя география с карманный атлас балабин пт махаев ми гравюра резцовый бумага верже офорт;28545067
608f16d6172e287c2d0eaeb6;Проспект Эрмитажа в саду села Кускова, принадлежащего Его Сиятельству Графу Петру Борисовичу Шереметеву. Поставлен в средине восьми Куртин;Неизвестный русский художник XVIII века, под руководством М.И. Махаева (1716-1770) в 1768 г. (Автор рисунка) ,Лоран Пьер Франсуа;6;1771-1774;графика;бумага, офорт, резец;2.0;проспект эрмитаж в сад село кусков принадлежать его сиятельство граф петр борисович шереметев поставлять в средина восемь куртина;Эрмитаж. Кусково;70;проспект эрмитаж в сад село кусков принадлежать его сиятельство граф петр борисович шереметев поставлять в средина восемь куртина неизвестный русский художник  век под руководство ми махаева  в  г автор рисунок лоран пьер франсуа бумага офорт резец;28563606
608f16d6172e287c2d0eaeb7;"Заглавный лист к альбому гравюр ""Подлинное представление строениев и саду, находящееся в одном из увеселительных домов, называемом село Кускова, принадлежащее его Cиятельству Господину графу Петру Борисовичу Шереметеву""";Неизвестный русский художник XVIII века, под руководством М.И. Махаева (1716-1770) в 1768 г. (Автор рисунка) ,Лоран Пьер Франсуа;6;1771-1774;графика;резец, бумага, офорт;2.0;заглавный лист к альбом гравюра подлинный представление строений и сад находиться в один из увеселительный дом называть село кусков принадлежать его сиятельство господин граф петр борисович шереметев;;19;заглавный лист к альбом гравюра подлинный представление строений и сад находиться в один из увеселительный дом называть село кусков принадлежать его сиятельство господин граф петр борисович шереметев неизвестный русский художник  век под руководство ми махаева  в  г автор рисунок лоран пьер франсуа резец бумага офорт;28563605
